"2021-3-26清洗1#、2#、3#过滤器 
2:05分再生2#阳床，进酸浓度：3.2%，3.2%","2021-3-26清洗4#过滤器 
9:18分再生3#阴床，进碱浓度：3.2%，3.0%。  
15:55分再生2#阴床，进碱浓度：3.0%，3.0%。  ",2021-3-26清洗1#、2#过滤器                             18:03分再生1#阳床，进酸浓度：2.9%，3.1%      20:53分中和排水（PH 1# 7.4 2# 8.19）         23:07分再生1#阴床，进碱浓度：2.9%，3.0%。 
2021-3-27清洗1#、2#过滤器                             1:25分再生3#阳床，进酸浓度：2.9%，3.1%      3:30分中和排水（PH 1# 6.51 2# 6.88）          ,,2021-3-27清洗1#过滤器                                21:15分再生1#阳床，进酸浓度：3.1%，3.0% 
2021-3-28清洗1#、2#、3#过滤器  ,"2021-3-28清洗1#、2#过滤器                             10:00分中和排水（PH 1# 6.81 2# 7.28）
12:30分再生2#阳床，进酸浓度：2.9%，3.1%           ","2021-3-28
21:17分再生2#阴床，进酸浓度：2.9%，3.1%   23:30分中和排水（PH 1# 5.79 2# 7.62）          "
2021-3-2901:10分再生3#阳床，进酸浓度：2.9%，3.1%      07:30分再生3#阴床，进酸浓度：2.9%，3.1%       清洗2#、3#过滤器,"2021-3-2911：15分再生1#阳床，进酸浓度：3.2%，3.1%   
10:05分中和排水（PH 1# 6.8 2# 8.11）        13:30分再生1#混床，进酸浓度：3.0%，2.9%  ，进酸浓度：3.2%，2.9%  
     ",2021-3-29清洗4#过滤器
2021-3-30清洗4#、5#过滤器,"2021-3-3011：10分再生2#阳床，进酸浓度：2.9%，3.0%  
清洗5#过滤器","2021-3-3017:40分再生3#阳床，进酸浓度：2.9%，3.0% 
20:00分中和排水（PH 1# 6.78 2# 7.26）   "
2021-4-1清洗2#、3#过滤器,"2021-4-1清洗4#、5#过滤器
10:06分再生2#阳床，进酸浓度：2.9%，3.0%    ",2021-4-118:22分再生2#阴床，进酸浓度：2.9%，3.1%      21:05分中和排水（PH 1# 6.78 2# 7.26）        22：30 向槽加磷酸盐3 kg，补入除盐水至 550  mm液位
2021-4-2清洗1#、2#过滤器                                4:36分再生2#阴床，进碱浓度：3.1%，3.0%             6:42分再生3#阳床，进酸浓度：2.9%，3.0%          ,"2021-4-29:00分中和排水（PH 1# 8.01 2# 7.26）    
11:25分再生1#阴床，进碱浓度：2.9%，3.0%  
13:58分再生1#阳床，进酸浓度：2.8%，3.1%     ",2021-4-2清洗1#、4#过滤器                                  16:40分中和排水（PH 1# 8.01 2# 7.26） 
2021-4-34:30分再生3#阴床，进碱浓度：2.9%，3.0% ,2021-4-3清洗4#过滤器                                  13:34分再生2#阳床，进酸浓度：3.0%，3.1%   15:40分中和排水（PH 1# 8.01 2# 7.26）,2021-4-3清洗1#、2#过滤器 
2021-4-4清洗1#、3#、4#过滤器                                5:05分再生2#阴床，进碱浓度：3.1%，3.0%                       7:35分中和排水（PH 1# 7.11 2# 7.86）,2021-4-412:36分再生1#阳床，进酸浓度：3.1%，3.0%                       ,2021-4-4清洗1#、4#、5#过滤器
2021-4-55:10分再生2#阳床，进酸浓度：3.0%，3.1%。       7:30分中和排水（PH 1#7.5  2#8.0）,2021-4-5清洗4#、5#过滤器                                            13:40分再生3#阳床，进酸浓度：3.0%，3.1%。 ,2021-4-5清洗1#、2#过滤器
"2021-4-60:30分再生1#阳床，进酸浓度：3.0%，3.1%                2:40分中和排水（PH 1#7.8  2#8.2）
7：28分再生2#阴床，进碱浓度：3.1%，3.0%    ",2021-4-6清洗4#过滤器,2021-4-6清洗1#、2#、5#过滤器
2021-4-7清洗1#、2#、4#、5#过滤器                                     6:04分再生3#阳床，进酸浓度：2.9%，3.0%,"2021-4-7清洗5#过滤器   
9:05分中和排水（PH 1#8.5  2#8.2）
13:56分再生2#阳床，进酸浓度：3.0%，3.0%   ",2021-4-7清洗1#、2#过滤器                                        19：30分再生2#阴床，进碱浓度：3.1%，3.0%                                            21:30分中和排水（PH 1#8.5  2#8.2）
2021-4-8清洗4#过滤器                                        1:31分再生3#阴床，进碱浓度：3.0%，3.1%     3:42分再生2#阳床，进酸浓度：3.0%，2.9%                                            5:30分中和排水（PH 1#6.8  2#7.43）,2021-4-8 清洗4#、5#过滤器     ,2021-4-8清洗1#、2#、5#过滤器     
2021-4-9 清洗4#、5#过滤器                          01:38分再生3#阳床，进酸浓度：3.0%，3.1%         5:25分再生3#混床，进碱浓度：3.0% 3.0% 进酸浓度：2.8% 3.0%,"2021-4-98:30分中和排水（PH 1#7.99  2#7.43）
14:26分再生2#阳床，进酸浓度：3.0%，2.9%    ",2021-4-921:22分再生1#阴床，进碱浓度：3.0%，3.0%。         23:30分中和排水（PH 1#7.5  2#8.0）
2021-4-10清洗1#过滤器                                        2:06分 再生1#阳床，进酸浓度：3.0%，2.9%                                           4:40分 再生2#阴床，进碱浓度：3.0%，3.1%    7:20 分中和排水（PH 1#8.8  2#7.43）,2021-4-1011:48分再生3#阴床，进碱浓度：2.9%，3.1% ,2021-4-10清洗1#过滤器
2021-4-11清洗1#、2#、3#过滤器,2021-4-1110:41分 再生2#阳床，进酸浓度：3.2%，3.1%                                              12:26分中和排水（PH 1#7.21  2#6.82）,2021-4-11清洗1#过滤器                                22:15分 再生3#阳床，进酸浓度：2.9%，3.0%  
2021-4-12清洗1#、2#、3#过滤器,"2021-4-12清洗4#过滤器
11:43分再生3#阴床，进碱浓度：2.8%，3.0% 
14:20分中和排水（PH 1#7.21  2#8.0）",2021-4-12清洗4#过滤器                                     16:55分 再生1#阳床，进酸浓度：2.9%，3.0%  20:30分 再生2#阴床，进碱浓度：3.0%，2.9%      23:04分中和排水（PH 1#7.5  2#8.7）
2021-4-130:43分再生1#混床，进碱浓度：3.0%，3.0%，进酸浓度：3.0%，3.2%。                              4:30分中和排水（PH1#8 2#7.6）,"2021-4-1311:30分 再生2#阳床，进酸浓度：3.1%，3.0% 
8：00分 再生2#阴床，进碱浓度：3.0%，2.9%    14:20分中和排水（PH1#8 2#8.5）",
2021-4-14清洗1#、2#过滤器。                                   4:28分再生1#阳床，进酸浓度：3.1%，3.0%。    6:52分再生3#阴床，进碱浓度：3.1%，3.1%。,"2021-4-14清洗1#、2#过滤器
9:00分中和排水（PH1#7.12 2#6.75）
13:30分再生3#阳床，进酸浓度：3.1%，3.0%。  ",2021-4-14清洗2#、4#过滤器
2021-4-15清洗1#过滤器                                4:30分再生2#阴床，进碱浓度：3.0% 2.9%          6:45分中和排水（PH 1# 7.5 2# 7.3）,2021-4-1512:42分再生2#混床，进碱浓度:3.0%，3.0%；进酸浓度：3.2%，3.2%。,"2021-4-15清洗1#、2#过滤器
17:10分中和排水（PH1#7.28 2#6.85）
18:30分再生1#阳床，进酸浓度：3.1%，3.0%。  
22:33分再生2#阴床，进碱浓度：3.0% 2.9% "
"2021-4-16
0:40分中和排水（PH 1# 7.63 2# 7.04）
3:24分再生2#阳床，进酸浓度：2.9，3.0%。  
5:54分再生3#阴床，进碱浓度：3.0% 3.0% ",2021-4-168:40分中和排水（PH 1# 7.8 2# 7.7）                 14:45分再生3#阳床，进酸浓度：3.0%，3.0%。,"2021-4-1618:35分再生2#阴床，进碱浓度：3.0% 3.0% 
20:40分中和排水（PH 1# 7.1 2# 7.5）
22:15分再生1#阳床，进酸浓度：2.9，3.0%。   "
,2021-4-1710:16分再生1#阴床，进碱浓度：2.9% 3.0%          13:05分中和排水（PH 1# 8.3 2# 7.41）         14:25分再生2#阳床，进酸浓度：3.3%，3.0%,2021-4-17清洗1#、2#过滤器。
"2021-4-18清洗4#过滤器                               5:00分再生1#阳床，进酸浓度：3.0%，2.9%       7:10分中和排水（PH 1#7.99  2#7.43）
    ","2021-4-18清洗5#过滤器                               
11:27分再生3#阴床，进碱浓度：3.0%，2.9%       ",2021-4-18清洗1#、2#过滤器。
2021-4-19清洗1#、2#过滤器。                          1:30分中和排水（PH 1#7.99  2#7.43）                         2:29分再生3#阳床，进酸浓度：3.0%，2.9%       ,,
2021-4-201:50分再生2#阴床，进碱浓度：3.0%，2.9%                    4:20分中和排水（PH 1#7.1  2#6.8）,"2021-4-208：56分再生2#阳床，进酸浓度：3.0%，3.1%    11:00分中和排水（PH 1#7.8  2#8）
13:27分再生2#阴床，进碱浓度：2.8%，2.9%     ",2021-4-20清洗5#过滤器。
2021-4-2107：24分再生1#阳床，进酸浓度：3.0%，3.1%,"2021-4-219:20分中和排水（PH 1#8.1 2#8.5）
11:47分再生3#阴床，进碱浓度：3.1%，2.9%     ",2021-4-2116:21分再生3#阳床，进酸浓度：2.8%，3.1%        19:00分中和排水（PH 1#8.5  2#8.2）          21:41分再生2#阳床，进酸浓度：3.0%，3.0%    
2021-4-22清洗1#、2#过滤器,"2021-4-229:00分再生1#阴床，进碱浓度：3.0%，2.9%  
11:00分中和排水（PH 1#8.7  2#8.5）
13:15分再生1#阳床，进酸浓度：3.1%，3.1%  ",
2021-4-233:10分再生3#阴床，进碱浓度：3.3%，2.9%      5:35分中和排水（PH 1#7.34 2# 6.831）            7:14分再生3#阴床，进碱浓度：3.0%，2.9%,"2021-4-2314:10分中和排水（PH 1#8.5 2#7.9）
12:20分再生2#阳床，进酸浓度：3.1%，3.0%  ",2021-4-2316:29分再生3#混床，进碱浓度：3.0% 3.0% 进酸浓度：2.8% 3.0%                                21:09分再生3#阳床，进酸浓度：3.1%，3.0%          23:00分中和排水（PH 1# 8.5 2# 7.9）
2021-4-241:38分再生2#阳床，进酸浓度：2.9%，3.0% ,2021-4-2412:22分再生1#阳床，进酸浓度：2.9%，3.0%      14:00分中和排水（PH 1# 8.5 2# 7.9）,2021-4-24清洗1#、过滤器                            17:50分再生1#阴床，进碱浓度：3.0%，2.9%  
"2021-4-25清洗2#过滤器
4:44分再生3#阴床，进碱浓度：2.8%，3.0% 
7:50分中和排水（PH 1#7.21  2#8.0）",2021-4-259:37分再生2#阳床，进酸浓度：3.1%，3.0%   ,2021-4-2517:47分再生2#阴床，进碱浓度：2.8%，3.0%      20:00分中和排水（PH 1#7.21  2#8.0）          21:50分再生3#阳床，进酸浓度：3.1%，3.0%  
2021-4-264:53分再生1#阳床，进酸浓度：3.0%，2.9%       7:20分中和排水（PH 1#7.99  2#7.43）,2021-4-269:20分再生2#阴床，进碱浓度：2.9%，3.0%                                                          14:24分再生1#混床，进碱浓度：3.0%，3.0%，进酸浓度：3.0%，3.2%。                  ,2021-4-2617:20分中和排水（PH 1#7.99  2#7.43）           22:12分再生2#阳床，进酸浓度：3.0%，2.9% 
2021-4-27清洗1#、3#过滤器   ,2021-4-279:50分中和排水（PH 1#7.99  2#7.43）           11:34分再生3#阳床，进酸浓度：3.0%，2.9%                              15:00分再生1#阴床，进碱浓度：3.0%，2.9%  ,2021-4-2718:00分中和排水（PH 1# 7.6 2# 8.1）             19:48分再生1#阳床，进酸浓度：3.0% 2.9%
2021-4-28清洗1#、2#、4#、5#过滤器 ,2021-4-2815:20分再生3#阴床，进碱浓度：2.8%，3.0%,2021-4-2818：15分中和排水（PH 1# 7.6 2# 8.1）                                                                                                                                                                                                             20:57分再生2#阳床，进酸浓度：3.0% 2.9%
2021-4-29清洗1#过滤器                                              1:23分再生2#阴床，进碱浓度：2.8%，3.0%                3:45分中和排水（PH 1# 7.5 2# 8.0） ,"2021-4-29清洗4#过滤器   
9:16分再生1#阳床，进酸浓度：3.0% 3.1%
11:32分再生1#阴床，进碱浓度：2.8%，2.9%    ",2021-4-2916:22分再生3#阳床，进酸浓度：3.0%，3.0%
2021-5-13:10分再生2#阳床，进酸浓度：3.0% 2.9%,2021-5-1清洗4#、5#过滤器,"2021-5-120:00分再生1#阴床，进碱浓度：2.8%，2.9%
22：00中和排水（PH6.78、PH7.23）                                                                                                                                                                                                                                 23:46分再生1#阳床，进酸浓度：3.0% 2.9%"
2021-5-25:58分再生2#阴床，进碱浓度：2.8%，2.9%,2021-5-2清洗5#过滤器                                                               8:10分中和排水（PH：1#7.7  2#7.9）                   10:06分再生3#阳床，进酸浓度：3.0% 2.9%,"2021-5-221:15分再生1#阳床，进酸浓度：3.0% 2.9%
23:20分中和排水（PH：1#7.2  2#7.6）"
"2021-5-301:24分再生3#阴床，进碱浓度：3.0% 3.0%     03:40分再生3#阳床，进酸浓度：3.0% 3.1%
07:25分中和排水（PH：1#7.14  2#5.59）",2021-5-39:05分再生1#阳床，进酸浓度：3.0% 3.1%,2021-5-3清洗4#、5#过滤器
,2021-5-411：43分中和排水（PH：1#7.7  2#7.9）                   14:55分再生3#阳床，进酸浓度：3.0% 2.9%,2021-5-4清洗4#过滤器                                              17:13分再生3#阴床，进碱浓度：3.0% 3.0%               19:10分中和排水（PH：1#7.5  2#7.8）
2021-5-5清洗1#、4#、5#过滤器                                      5:20分再生1#阳床，进酸浓度：3.0% 2.9%,2021-5-5清洗4#、5#过滤器                                              14:15分再生1#阴床，进碱浓度：3.0% 3.0%               15:50分中和排水（PH：1#6.7  2#8.3）,2021-5-520:33分再生3#阳床，进酸浓度：3.0% 2.9%        23:05分再生2#阴床，进碱浓度：3.2% 3.2%
2021-5-6清洗1#、2#、4#、5#过滤器                            1:20分中和排水（PH：1#7.2  2#7.7）,2021-5-68:17分再生3#混床，进碱浓度：3.2% 3.1% ，进酸浓度：3.0%  3.1%。,2021-5-616:21分再生1#阳床，进酸浓度：3.0% 2.9%                                                                                                                                                                                              19：12分中和排水（PH：1#7.2  2#7.7）                                                                                                                                                                                                     22:06分再生3#阴床，进碱浓度：3.2% 3.2%
2021-5-71:34分再生2#阳床，进酸浓度：3.1%，3.0%。       4:00分分中和排水（PH：1#6.7  2#8.3）,"2021-5-711:20分再生1#阴床，进碱浓度：3.0% 3.1%
14:20分再生1#阳床，进酸浓度：3.0%，3.0%。 ",2021-5-7清洗1#、5#过滤器                           16:25分分中和排水（PH：1#7.2 2#8.0）
2021-5-83:52分再生2#阴床，进碱浓度：3.2%，3.2%。     6:15再生3#阳床，进酸浓度：3.0%，3.0%。,2021-5-88:20分分中和排水（PH：1#8.6 2#8.0）,2021-5-818:41分再生2#阳床，进酸浓度：3.0% 2.9%       23:26分再生3#阴床，进碱浓度：3.2% 3.2%
2021-5-93:29分再生1#阳床，进酸浓度：2.9% 2.9% ,,
2021-5-101:11分再生2#阳床，进酸浓度：2.9% 3.0%            4:56分中和排水（PH：1#6.87  2#7.9）,"2021-5-107：44分再生2#阴床，进碱浓度：3.0% 3.2%
9:52分再生3#阳床，进酸浓度：3.0% 3.0% 
12:06分中和排水（PH：1#8.2  2#7.9）
14:12分再生1#阳床，进酸浓度：2.9% 3.0%  ",
2021-5-11清洗1#过滤器                                             00:53分再生3#阴床，进碱浓度：3.0% 3.0%               04:00分中和排水（PH：1#7.5  2#7.8）,2021-5-1116:05分再生2#阳床，进酸浓度：3.0% 2.9%       15:23分再生1#阴床，进碱浓度：3.0% 3.0%,2021-5-1118:00分中和排水（PH：1#7.5  2#7.8）
2021-5-127:40分再生1#阳床，进酸浓度：3.0% 3.1%,2021-5-12清洗4#、5#过滤器                                             9:37分再生3#阴床，进碱浓度：3.0% 3.0%               11:15分中和排水（PH：1#7.5  2#7.8）                           12:39分再生3#阳床，进酸浓度：3.0% 3.0% ,2021-5-1220:04分再生2#阴床，进碱浓度：3.1%，3.0%。          22:20分中和排水（PH：1#7.8  2#7.5）   
2021-5-13清洗1#、2#、4#、5#过滤器                                                   6:50分再生1#阳床，进酸浓度：3.0% 3.1%,2021-5-13清洗1#、4#过滤器                                                   ,2021-5-1317：33分再生2#阳床，进酸浓度：3.0% 2.9%        20:57分中和排水（PH：1#6.75  2#7.5）
2021-5-14清洗1#、2#、4#、5#过滤器     ,2021-5-14清洗4#过滤器 ,2021-5-1419:51分再生2#阴床，进碱浓度：3.1%，3.0%
2021-5-1500:35分中和排水（PH：1#6.75  2#7.5）          清洗1#、2#过滤器   ,2021-5-1510:55分再生2#阴床，进碱浓度：3.1%，3.0%,2021-5-1520:34分再生3#阳床，进酸浓度：3.0% 2.9%                                                                                                                                                                                              22：45分中和排水（PH：1#7.2  2#7.7）   
2021-5-1606:20分再生2#阳床，进酸浓度：3.0% 2.9% ,,2021-5-16清洗1#过滤器
2021-5-17清洗2#过滤器                                1:30分再生3#阴床，进碱浓度：2.9%，3.3%                                3:35分中和排水（PH：1#7.2  2#6.83）       06:28分再生1#阳床，进酸浓度：2.9% 2.9%,,
2021-5-185：13分再生2#阴床，进碱浓度：2.9%，3.3%        7:21分中和排水（PH：1#6.97  2#7.14）,2021-5-18清洗1#过滤器                                8:58分再生1#阴床，进碱浓度：2.9%，3.0%,"2021-5-1819:25分再生3#阳床，进酸浓度：2.9% 2.9%
21:20分中和排水（PH：1#6.75  2#8.21）
22:50再生2#阳床，进酸浓度：2.9% 2.9%"
2021-5-19清洗1#、2#、4#、5#过滤器,"2021-5-19清洗1#过滤器
10:24分再生1#混床，进酸浓度：3.0% 2.9%，进碱浓度3.1%  2.8%
12:40分中和排水（PH：1#7.18  2#6.99）",2021-5-1915:48分再生3#阴床，进碱浓度：2.9%，3.0%       17:35再生1#阳床，进酸浓度：2.9% 2.9%          20:00分中和排水（PH：1#7.18  2#6.99）
2021-5-20清洗1#、2#、5#过滤器,"2021-5-20清洗1#、2#、4#、5#过滤器
12:06再生2#阳床，进酸浓度：2.8% 2.9%   ",2021-5-2020:50分再生2#阴床，进碱浓度：2.9%，3.0%          22:50分中和排水（PH：1#7.18  2#6.99）
2021-5-211:59再生3#阳床，进酸浓度：2.8% 2.9%                      5:25分再生1#阴床，进碱浓度：2.9%，3.0%          7:10分中和排水（PH：1#7.06  2#7.59）,"2021-5-219:02再生1#阳床，进酸浓度：3.0% 2.9%   
15:48再生3#阴床，进碱浓度：3.0% 3.1",2021-5-21清洗4#过滤器                               19:39再生2#阳床，进酸浓度：3.0% 3.1%        19:55分中和排水（PH：1#7.06  2#7.59）
2021-5-22清洗1#、2#、4#、5#过滤器    ,2021-5-22清洗4#、5#过滤器    ,2021-5-22清洗4#、5#过滤器                                 19:27再生3#阴床，进酸浓度：2.9% 3.1%                   21:40分中和排水（PH：1#7.06  2#7.59）
2021-5-23清洗1#、4#、5#过滤器                                                                  0:58再生1#阴床，进酸浓度：2.9% 3.1%                  2:21再生1#阳床，进酸浓度：3.0% 3.1%                 4:15分中和排水（PH：1#7.5  2#8.0）,2021-5-23清洗4#、5#过滤器                                           14:40再生3#阳床，进酸浓度：3.0% 3.1% ,2021-5-23清洗1#、2#、4#、5#过滤器                                           
2021-5-24清洗1#、2#、4#、5#过滤器 ,2021-5-248：05再生2#阴床，进酸浓度：2.9% 3.0%   ,2021-5-24清洗1#、2#、3#、5#过滤器                                                                  15:58再生2#阳床，进酸浓度：3.0% 3.1%                  19:09再生1#阴床，进碱浓度：3.0% 3.0%                 21:19分中和排水（PH：1#5.62  2#8.37）
2021-5-25清洗4#过滤器                                0:43再生1#阳床，进酸浓度：2.9% 3.1%             6:24再生1#阴床，进碱浓度：3.0% 3.0%,"2021-5-25清洗4#、5#过滤器        
9：10分中和排水（PH：1#6.8  2#8.37）
",2021-5-25清洗1#、2#、3#、4#、5#过滤器  
2021-5-262:24分再生1#阳床，进酸浓度：2.9% 3.1%                                                                                                                                                                                                                    清洗1#、2#、3#、4#、5#过滤器   ,2021-5-26清洗4#、5#过滤器   ,2021-5-26清洗1#、2#、3#、4#、5#过滤器                                  21:40再生3#阴床，进碱浓度：3.0% 3.0%                            23：20分中和排水（PH：1#6.9  2#7.28）
2021-5-272:23再生2#阳床，进酸浓度：2.8% 3.1%                  4:12再生2#阴床，进碱浓度：3.0% 3.0%                 6:55分中和排水（PH：1#5.62  2#8.37）,2021-5-279:00再生3#阳床，进酸浓度：2.9% 3.1%     ,2021-5-2720:37分再生2#阴床，进碱浓度：3.0%，2.9%。 23:20分中和排水（PH：1#7.2  2#8.0）
2021-5-28清洗1#、2#、3#、4#、5#过滤器                    1:57分再生1#阳床，进酸浓度：3.0% 2.9%     ,"2021-5-2811:10分再生2#阴床，进碱浓度：3.0% 2.9%     
14:20分中和排水（PH：1#7.2  2#6.81）",2021-5-28清洗1#、2#、4#、5#过滤器                                                   16:51再生2#阳床，进酸浓度：3.1% 3.2% 
2021-5-29清洗1#、2#、4#、5#过滤器  ,2021-5-29清洗1#、4#、5#过滤器                      15:36再生3#阴床，进碱浓度：3.1% 3.2% ,2021-5-29清洗1#、2#、4#、5#过滤器                       21：05再生1#阳床，进酸浓度：3.1% 3.2%      23:15再生1#阴床，进碱浓度：3.:0% 3.2%
2021-5-301:30分中和排水（PH：1#7.2  2#8.0）,2021-5-30清洗4#过滤器,2021-5-30清洗1#、2#、4#、5#过滤器 
2021-6-100:35再生2#阴床，进酸浓度：3.3%，3.0%。      04: 20分中和排水（PH：1#7.2  2#8.0）        06:30分再生1#阳床，进酸浓度：3.2%，3.2%。 ,2021-6-1洗4#、5#过滤器,
2021-6-2洗4#、5#过滤器                              1:12再生1#阴床，进碱浓度：3.3%，3.0%。              04: 20分中和排水（PH：16.83  2#7.34）,"2021-6-29:12分再生2#阳床，进酸浓度：3.2%，3.3%。 
15:39分再生2#阴床，进碱浓度：2.9%  3.0%",2021-6-217:30分中和排水（PH：14.3  2#8.05）                21:22分再生3#阳床，进酸浓度：3.2%，3.3%
2021-6-36:50分再生1#阳床，进酸浓度：3.2%，2.9%,2021-6-39:30分中和排水（PH：7.6  2#8.11）    ,2021-6-316:58分再生2#阳床，进酸浓度：3.2%，2.9%
2021-6-404:42分再生3#阴床，进碱浓度：3.0%，2.9%     07:30分中和排水（PH：6.7  2# 8.66）  ,2021-6-4洗4#过滤器   ,2021-6-4洗4#、5#过滤器                                 20:30分再生1#阳床，进酸浓度：3.2%，2.9%
,,2021-6-5洗1#、4#、5#过滤器 
2021-6-6洗2#、4#过滤器                                                                            00:00分再生2#阴床，进碱浓度：3.0%，3.1%                   2:00分中和排水（PH：7.5  2# 8.5） ,2021-6-6洗4#、5#过滤器                                                                            07:59分再生3#阳床，进酸浓度：3.0%，3.1%                    ,2021-6-6洗2#、4#过滤器                                     20:22分再生3#阴床，进碱浓度：3.0%，3.1%    22:30分中和排水（PH 1# 8.03  2# 8.5）
2021-6-7洗1#、2#过滤器                                                           0:21分再生2#阳床，进酸浓度：3.0%，3.1%  ,2021-6-7洗4#、5#过滤器     ,2021-6-722:42分再生3#阴床，进碱浓度：3.0%，3.1%                                                                                                  洗2#3#过滤器
2021-6-8洗1#、2#3#、4#、5#过滤器                                   2:07分再生1#阳床，进酸浓度：3.0%，3.1%  ,"2021-6-812:25分再生3#阴床，进碱浓度：3.0%，2.9%   
14：30分中和排水（PH 1# 8.03  2# 7.9）","2021-6-819:42分再生3#阳床，进酸浓度：3.0%，2.9%   
"
2021-6-9洗1#、2#3#、4#、5#过滤器                               7:00分再生2#阴床，进碱浓度：3.2%，3.0%   ,"2021-6-99:40分中和排水（PH 1# 8.03  2# 8.09）
11:37分再生2#阳床，进酸浓度：3.0%，3.0% ",2021-6-916:27分再生1#阳床，进酸浓度：3.0%，3.0% 
2021-6-10洗洗2#、3#过滤器,,2021-6-10清洗1#、2#、3#过滤器                                                      16:20分再生3#阳床，进酸浓度：3.0%，3.0% 
2021-6-11洗洗1#、2#、3#过滤器,"2021-6-11洗1#、2#、3#过滤器
9：25分再生2#阴床，进碱浓度：3.1%，3.0%   
12:50分中和排水（PH 1# 8.03  2# 7.75）",2021-6-11洗1#、2#、3#过滤器                                                         18:21分再生2#阳床，进酸浓度：3.0%，3.0%                                                                                  21:25分再生3#阴床，进碱浓度：3.0%，2.9%              23：10分中和排水（PH 1# 8.50  2# 7.80） 
2021-6-12洗2#、3#、4#过滤器                                                         2:16分再生1#阳床，进酸浓度：3.0%，3.0%                                                                                    ,,2021-6-12洗1#2#、3#、4#、5#过滤器 
2021-6-13洗1#、2#、3#过滤器                                                         23:44分再生3#阴床，进碱浓度：3.0%，2.9%                01：55分中和排水（PH 1# 8.42  2# 5.80）                                                                                  04:41分再生2#阳床，进酸浓度：3.0%，3.0%  ,2021-6-1310：16分再生2#阴床，进碱浓度：3.0%，2.9%   13:13分中和排水（PH 1# 8.42  2# 5.80）                   洗4#、5#过滤器    ,2021-6-1317:10分再生3#阳床，进酸浓度：3.0%，3.0%                                               洗1#、2#、3#、4#、5#过滤器
2021-6-14洗2#、3#过滤器                                                                0:17分再生3#阴床，进碱浓度：3.0%，2.9%                02:10分中和排水（PH 1# 8.05  2# 7.90）                  04:33分再生1#阳床，进酸浓度：3.0%，3.0%            ,2021-6-14清洗4#、5#过滤器,2021-6-14洗1#、2#、3#过滤器
2021-6-15洗1#、2#、5#过滤器                                           04:55分再生2#阳床，进酸浓度：3.0%，3.0%               02:10分中和排水（PH 1# 8.5  2# 7.8）                 ,2021-6-15洗1#过滤器       ,2021-6-15洗1#、2#、3#、4#、5#过滤器                                           22:50分再生1#阳床，进酸浓度：3.0%，3.0%   
2021-6-16洗1#、2#、3#、4#、5#过滤器,2021-6-168:43分再生3#混床，进酸浓度：2.9%，3.0%，进碱浓度：3.1%，3.0%。,2021-6-1615:34分再生2#阳床，进酸浓度：3.0%，3.0%     19:10分中和排水（PH 1# 7.2  2# 6.8）                                                           20:10分再生3#阳床，进酸浓度：3.0%，3.0%       22:20分再生3#阴床，进碱浓度：3.0%，3.0%          
2021-6-1700:20分中和排水（PH 1# 7.2  2# 6.8）           02:50分再生2#阴床，进碱浓度：3.0%，3.0%        05:50分再生1#阳床，进酸浓度：3.0%，3.0% ,2021-6-178:30分中和排水（PH 1# 7.5  2# 6.2）                    清洗2#、3#过滤器  ,2021-6-17清洗4#、5#过滤器  
2021-6-18清洗2#、3#过滤器                                01:55分再生2#阳床，进酸浓度：3.0%，3.0%,,2021-6-18清洗1#、2#、5#过滤器                                                                                 18:30分再生1#阳床，进酸浓度：3.0%，3.0%              20:15分中和排水（PH 1# 7.6  2# 8.0）
2021-6-190:04分再生2#阴床，进碱浓度:3.0% 3.0%            2:15分再生3#阴床，进碱浓度:3.0% 3.0%             4:20分中和排水（PH 1# 7.0 2# 7.6）   ,2021-6-1914:55分再生2#阳床，进酸浓度：3.0%，3.0%,2021-6-19清洗1#、2#、3#、4#过滤器                                                               17:43分再生3#阳床，进酸浓度：3.0%，3.0%               19:10分中和排水（PH 1# 7.5 2# 7.8）
2021-6-20清洗1#过滤器                                                               07:30分再生1#阳床，进酸浓度：3.0%，3.0%               ,2021-6-20清洗2#过滤器,2021-6-2021:00分再生2#阳床，进酸浓度：3.0%，3.0% 
2021-6-210:10分中和排水（PH 1# 7.5 2# 7.8）         1:57分再生3#阳床，进酸浓度：3.0%，3.0%               ,"2021-6-2110：55分再生3#阴床，进碱浓度:2.9% 3.0%   
13:00分中和排水（PH 1# 7.5 2# 8.2）     ",2021-6-2117:55分再生1#阳床，进酸浓度：3.0%，3.0%      清洗4#、5#过滤器
2021-6-22清洗1#、2#、3#、4#过滤器                                                               0:25分再生2#阴床，进碱浓度:3.0% 3.1%                 2:00分中和排水（PH 1# 7.7 2# 8.0）                     07:33分再生1#阴床，进碱浓度:3.0% 3.1%,"2021-6-2212:27分再生2#阳床，进酸浓度：2.9%，3.0%   
14:40分中和排水（PH 1# 7.7 2# 8.6） ",2021-6-2221:46分再生3#阳床，进酸浓度：2.9% 3.0%
2021-6-23清洗1#、2#、3#、4#、5#过滤器   ,"2021-6-23清洗1#、5#过滤器   
11：38分再生3#阴床，进碱浓度:3.2% 3.1%   
14:05分中和排水（PH 1# 7.8 2# 8.2） ",2021-6-23清洗2#过滤器                                     16:10分再生1#阳床，进酸浓度：3.0% 3.0%           19:25分再生1#阴床，进碱浓度：3.1% 3.1%            21:20分中和排水（PH 1# 7.1 2# 7.5） 
